[*] Generating 8-bit Prime-Harmonic Manifold...
[*] Initial Manifold Size: 267
[*] Pruning 11 values...
[*] Final Manifold Size: 256
[*] Launching 0.1B ANTIGRAVITY (Phase 53)...
[*] Resuming...
C:\Users\phil\AppData\Roaming\Python\Python310\site-packages\huggingface_hub\file_download.py:896: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
[*] Keys Adjusted: 0 missing, 0 unexpected.
[*] Clearing Initialization Memory...
C:\Users\phil\AppData\Roaming\Python\Python310\site-packages\huggingface_hub\file_download.py:896: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
Token indices sequence length is longer than the specified maximum sequence length for this model (1055 > 1024). Running this sequence through the model will result in indexing errors
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1593 | Tension: 0.999263
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 780 | Tension: 0.999881
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 640 | Tension: 0.999415
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 702 | Tension: 0.999893
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 642 | Tension: 0.999529
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1054 | Tension: 1.000084
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 982 | Tension: 0.999357
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 889 | Tension: 0.999907
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 704 | Tension: 0.999551
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 855 | Tension: 0.999848
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 627 | Tension: 0.999525
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 916 | Tension: 0.999761
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 708 | Tension: 0.999585
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 999 | Tension: 0.999775
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 786 | Tension: 0.999539
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1101 | Tension: 0.999828
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 872 | Tension: 0.999699
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1159 | Tension: 0.999681
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 822 | Tension: 0.999608
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2052 | Tension: 1.000241
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2192 | Tension: 0.999647
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1148 | Tension: 1.000026
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 783 | Tension: 0.999831
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1258 | Tension: 1.001064
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1906 | Tension: 1.000365
[!] AVALANCHE in head | Flips: 9813 | Tension: 0.996555
Step 54 | Loss: 5.4643 | TPS: 5485.38 | Flips: 0.0376% | P-Scale: 0.9996 | Anneal: 0.77 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1628 | Tension: 0.999322
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1420 | Tension: 0.998846
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 669 | Tension: 0.999881
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 701 | Tension: 0.999414
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 698 | Tension: 0.999893
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 691 | Tension: 0.999529
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1085 | Tension: 1.000083
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1073 | Tension: 0.999357
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 948 | Tension: 0.999907
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 792 | Tension: 0.999551
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 885 | Tension: 0.999848
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 631 | Tension: 0.999526
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 959 | Tension: 0.999761
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 723 | Tension: 0.999585
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1024 | Tension: 0.999774
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 768 | Tension: 0.999538
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1055 | Tension: 0.999827
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 819 | Tension: 0.999699
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1027 | Tension: 0.999680
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 765 | Tension: 0.999608
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2154 | Tension: 1.000243
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2263 | Tension: 0.999648
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1251 | Tension: 1.000026
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 859 | Tension: 0.999833
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1322 | Tension: 1.001067
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1972 | Tension: 1.000368
[!] AVALANCHE in head | Flips: 9952 | Tension: 0.996553
Step 55 | Loss: 5.2698 | TPS: 5492.16 | Flips: 0.0382% | P-Scale: 0.9996 | Anneal: 0.78 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1698 | Tension: 0.999322
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1524 | Tension: 0.998843
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 754 | Tension: 0.999880
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 665 | Tension: 0.999413
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 685 | Tension: 0.999894
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 596 | Tension: 0.999528
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1028 | Tension: 1.000081
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1020 | Tension: 0.999356
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 900 | Tension: 0.999906
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 734 | Tension: 0.999550
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 883 | Tension: 0.999847
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 633 | Tension: 0.999525
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 931 | Tension: 0.999761
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 715 | Tension: 0.999584
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 947 | Tension: 0.999773
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 671 | Tension: 0.999536
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1016 | Tension: 0.999826
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 769 | Tension: 0.999698
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1078 | Tension: 0.999680
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 761 | Tension: 0.999608
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 1970 | Tension: 1.000244
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2059 | Tension: 0.999647
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1324 | Tension: 1.000026
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 891 | Tension: 0.999833
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1240 | Tension: 1.001068
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1867 | Tension: 1.000369
[!] AVALANCHE in head | Flips: 7537 | Tension: 0.996551
Step 56 | Loss: 5.7402 | TPS: 5472.82 | Flips: 0.0349% | P-Scale: 0.9996 | Anneal: 0.78 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1647 | Tension: 0.999323
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1442 | Tension: 0.998839
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 658 | Tension: 0.999880
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 655 | Tension: 0.999411
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 695 | Tension: 0.999894
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 659 | Tension: 0.999527
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1045 | Tension: 1.000079
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1064 | Tension: 0.999354
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 942 | Tension: 0.999905
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 775 | Tension: 0.999549
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 854 | Tension: 0.999846
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 659 | Tension: 0.999525
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 906 | Tension: 0.999761
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 704 | Tension: 0.999583
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 934 | Tension: 0.999772
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 705 | Tension: 0.999536
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1006 | Tension: 0.999825
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 814 | Tension: 0.999697
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1144 | Tension: 0.999680
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 774 | Tension: 0.999607
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2187 | Tension: 1.000246
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2220 | Tension: 0.999647
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1257 | Tension: 1.000026
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 911 | Tension: 0.999833
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1336 | Tension: 1.001071
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 2013 | Tension: 1.000371
[!] AVALANCHE in head | Flips: 9864 | Tension: 0.996550
Step 57 | Loss: 5.4498 | TPS: 5476.50 | Flips: 0.0379% | P-Scale: 0.9996 | Anneal: 0.78 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1562 | Tension: 0.999323
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1431 | Tension: 0.998836
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 764 | Tension: 0.999880
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 660 | Tension: 0.999410
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 732 | Tension: 0.999894
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 679 | Tension: 0.999526
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 985 | Tension: 1.000078
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1098 | Tension: 0.999354
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 890 | Tension: 0.999904
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 781 | Tension: 0.999549
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 917 | Tension: 0.999845
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 654 | Tension: 0.999525
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 900 | Tension: 0.999761
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 723 | Tension: 0.999582
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1011 | Tension: 0.999771
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 733 | Tension: 0.999535
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1077 | Tension: 0.999825
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 826 | Tension: 0.999697
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1052 | Tension: 0.999679
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 787 | Tension: 0.999607
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2138 | Tension: 1.000248
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2191 | Tension: 0.999647
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1253 | Tension: 1.000027
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 842 | Tension: 0.999833
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1269 | Tension: 1.001074
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1868 | Tension: 1.000373
[!] AVALANCHE in head | Flips: 10406 | Tension: 0.996548
Step 58 | Loss: 5.5717 | TPS: 5465.23 | Flips: 0.0383% | P-Scale: 0.9996 | Anneal: 0.79 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1624 | Tension: 0.999324
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1567 | Tension: 0.998832
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 700 | Tension: 0.999880
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 665 | Tension: 0.999410
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 644 | Tension: 0.999894
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 613 | Tension: 0.999525
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1004 | Tension: 1.000077
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1021 | Tension: 0.999353
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 872 | Tension: 0.999903
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 766 | Tension: 0.999548
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 847 | Tension: 0.999845
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 655 | Tension: 0.999524
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 899 | Tension: 0.999760
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 686 | Tension: 0.999582
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 946 | Tension: 0.999771
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 650 | Tension: 0.999534
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 967 | Tension: 0.999823
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 791 | Tension: 0.999697
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1051 | Tension: 0.999678
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 750 | Tension: 0.999607
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2066 | Tension: 1.000250
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2231 | Tension: 0.999648
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1191 | Tension: 1.000028
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 816 | Tension: 0.999834
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1253 | Tension: 1.001078
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1932 | Tension: 1.000376
[!] AVALANCHE in head | Flips: 9861 | Tension: 0.996547
Step 59 | Loss: 5.2834 | TPS: 5467.61 | Flips: 0.0371% | P-Scale: 0.9996 | Anneal: 0.79 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1651 | Tension: 0.999325
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1455 | Tension: 0.998830
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 703 | Tension: 0.999880
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 628 | Tension: 0.999410
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 709 | Tension: 0.999894
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 705 | Tension: 0.999525
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 969 | Tension: 1.000077
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1025 | Tension: 0.999353
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 843 | Tension: 0.999903
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 696 | Tension: 0.999547
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 882 | Tension: 0.999844
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 667 | Tension: 0.999524
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 859 | Tension: 0.999760
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 659 | Tension: 0.999582
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1082 | Tension: 0.999771
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 688 | Tension: 0.999535
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 978 | Tension: 0.999822
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 841 | Tension: 0.999697
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1026 | Tension: 0.999677
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 746 | Tension: 0.999608
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2130 | Tension: 1.000253
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2171 | Tension: 0.999650
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1187 | Tension: 1.000029
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 784 | Tension: 0.999836
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1263 | Tension: 1.001082
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1899 | Tension: 1.000379
[!] AVALANCHE in head | Flips: 10500 | Tension: 0.996546
Step 60 | Loss: 5.9799 | TPS: 5479.75 | Flips: 0.0378% | P-Scale: 0.9996 | Anneal: 0.80 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1686 | Tension: 0.999325
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1515 | Tension: 0.998827
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 706 | Tension: 0.999879
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 721 | Tension: 0.999410
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 728 | Tension: 0.999894
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 710 | Tension: 0.999525
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 992 | Tension: 1.000077
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 982 | Tension: 0.999353
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 867 | Tension: 0.999903
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 697 | Tension: 0.999547
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 891 | Tension: 0.999844
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 612 | Tension: 0.999524
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 901 | Tension: 0.999760
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 637 | Tension: 0.999583
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 988 | Tension: 0.999771
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 712 | Tension: 0.999535
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1061 | Tension: 0.999822
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 807 | Tension: 0.999698
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1020 | Tension: 0.999676
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 715 | Tension: 0.999609
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2148 | Tension: 1.000256
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2187 | Tension: 0.999651
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1183 | Tension: 1.000031
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 744 | Tension: 0.999837
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1204 | Tension: 1.001086
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1903 | Tension: 1.000381
[!] AVALANCHE in head | Flips: 9771 | Tension: 0.996545
Step 61 | Loss: 4.9292 | TPS: 5444.80 | Flips: 0.0371% | P-Scale: 0.9996 | Anneal: 0.80 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1549 | Tension: 0.999326
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1475 | Tension: 0.998824
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 706 | Tension: 0.999879
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 674 | Tension: 0.999410
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 757 | Tension: 0.999894
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 662 | Tension: 0.999526
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1035 | Tension: 1.000077
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1038 | Tension: 0.999353
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 864 | Tension: 0.999903
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 720 | Tension: 0.999547
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 965 | Tension: 0.999845
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 666 | Tension: 0.999524
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 851 | Tension: 0.999761
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 632 | Tension: 0.999583
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1006 | Tension: 0.999771
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 759 | Tension: 0.999536
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1015 | Tension: 0.999821
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 827 | Tension: 0.999698
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1121 | Tension: 0.999676
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 706 | Tension: 0.999609
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2122 | Tension: 1.000259
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2164 | Tension: 0.999653
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1069 | Tension: 1.000033
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 656 | Tension: 0.999838
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1259 | Tension: 1.001090
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1816 | Tension: 1.000383
[!] AVALANCHE in head | Flips: 10103 | Tension: 0.996544
Step 62 | Loss: 5.1941 | TPS: 5344.28 | Flips: 0.0372% | P-Scale: 0.9996 | Anneal: 0.81 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1624 | Tension: 0.999326
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1541 | Tension: 0.998821
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 696 | Tension: 0.999879
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 612 | Tension: 0.999409
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 671 | Tension: 0.999895
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 724 | Tension: 0.999526
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 964 | Tension: 1.000077
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 980 | Tension: 0.999352
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 858 | Tension: 0.999904
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 739 | Tension: 0.999547
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 864 | Tension: 0.999845
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 641 | Tension: 0.999524
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 854 | Tension: 0.999761
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 704 | Tension: 0.999584
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 942 | Tension: 0.999771
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 737 | Tension: 0.999536
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1059 | Tension: 0.999821
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 730 | Tension: 0.999699
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1068 | Tension: 0.999676
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 743 | Tension: 0.999609
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2159 | Tension: 1.000261
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2219 | Tension: 0.999654
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1195 | Tension: 1.000034
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 729 | Tension: 0.999840
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1243 | Tension: 1.001094
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1874 | Tension: 1.000386
[!] AVALANCHE in head | Flips: 9401 | Tension: 0.996543
Step 63 | Loss: 5.2289 | TPS: 5469.43 | Flips: 0.0366% | P-Scale: 0.9996 | Anneal: 0.81 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1624 | Tension: 0.999326
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1484 | Tension: 0.998819
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 705 | Tension: 0.999879
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 648 | Tension: 0.999409
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 738 | Tension: 0.999895
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 624 | Tension: 0.999526
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1021 | Tension: 1.000077
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 929 | Tension: 0.999352
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 834 | Tension: 0.999904
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 702 | Tension: 0.999547
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 876 | Tension: 0.999845
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 626 | Tension: 0.999524
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 848 | Tension: 0.999762
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 641 | Tension: 0.999584
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 969 | Tension: 0.999770
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 725 | Tension: 0.999536
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1033 | Tension: 0.999821
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 702 | Tension: 0.999699
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1033 | Tension: 0.999676
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 696 | Tension: 0.999610
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2021 | Tension: 1.000263
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2136 | Tension: 0.999655
